UnixTimeStamp,TimeStamp,X,Y,Z
1215696984579,2008-07-10 13:36:24,,,,
1215698137570,2008-07-10 13:55:37,328,291,248
1215698138585,2008-07-10 13:55:38,329,291,248
1215698139585,2008-07-10 13:55:39,328,291,248
1215698140585,2008-07-10 13:55:40,328,291,248
1215698141585,2008-07-10 13:55:41,329,291,248
1215698142600,2008-07-10 13:55:42,329,291,248
1215698143601,2008-07-10 13:55:43,329,291,248
1215698144601,2008-07-10 13:55:44,329,291,248
1215698145601,2008-07-10 13:55:45,329,291,248
1215698146601,2008-07-10 13:55:46,328,291,248
1215698147631,2008-07-10 13:55:47,328,291,248
1215698148632,2008-07-10 13:55:48,329,292,248
1215698149648,2008-07-10 13:55:49,329,291,248
1215698150648,2008-07-10 13:55:50,329,291,248
1215698151648,2008-07-10 13:55:51,329,291,248
1215698152664,2008-07-10 13:55:52,329,291,248
1215698153664,2008-07-10 13:55:53,328,291,248
1215698154665,2008-07-10 13:55:54,329,292,249
1215698155679,2008-07-10 13:55:55,329,291,248
1215698156679,2008-07-10 13:55:56,328,291,248
1215698157686,2008-07-10 13:55:57,329,291,248
1215698158695,2008-07-10 13:55:58,329,291,248
1215698159696,2008-07-10 13:55:59,328,291,248
1215698160710,2008-07-10 13:56:00,329,291,249
1215698161710,2008-07-10 13:56:01,328,291,249
1215698162710,2008-07-10 13:56:02,329,291,248
1215698163710,2008-07-10 13:56:03,329,291,249
1215698164710,2008-07-10 13:56:04,328,291,248
1215698165710,2008-07-10 13:56:05,328,291,248
1215698166714,2008-07-10 13:56:06,328,291,248
1215698167727,2008-07-10 13:56:07,328,291,248
1215698168727,2008-07-10 13:56:08,328,291,249
1215698169727,2008-07-10 13:56:09,329,293,247
1215698170742,2008-07-10 13:56:10,329,296,245
1215698171743,2008-07-10 13:56:11,329,293,247
1215698172773,2008-07-10 13:56:12,329,293,247
1215698173773,2008-07-10 13:56:13,329,292,247
1215698174786,2008-07-10 13:56:14,329,292,247
1215698175789,2008-07-10 13:56:15,329,292,247
1215698176792,2008-07-10 13:56:16,329,292,247
1215698177805,2008-07-10 13:56:17,329,292,247
1215698178820,2008-07-10 13:56:18,329,292,247
1215698179820,2008-07-10 13:56:19,329,292,247
1215698180835,2008-07-10 13:56:20,329,292,247
1215698181836,2008-07-10 13:56:21,330,289,243
1215698182851,2008-07-10 13:56:22,329,285,239
1215698183852,2008-07-10 13:56:23,329,285,239
1215698184852,2008-07-10 13:56:24,329,285,239
1215698185852,2008-07-10 13:56:25,330,286,241
1215698186867,2008-07-10 13:56:26,329,279,236
1215698187868,2008-07-10 13:56:27,331,277,233
1215698188880,2008-07-10 13:56:28,326,303,229
1215698189883,2008-07-10 13:56:29,332,285,231
1215698190883,2008-07-10 13:56:30,331,279,238
1215698191898,2008-07-10 13:56:31,327,282,238
1215698192903,2008-07-10 13:56:32,326,280,241
1215698193915,2008-07-10 13:56:33,326,282,236
1215698194929,2008-07-10 13:56:34,328,280,237
1215698195930,2008-07-10 13:56:35,328,281,237
1215698196933,2008-07-10 13:56:36,328,280,237
1215698197946,2008-07-10 13:56:37,328,281,237
1215698198946,2008-07-10 13:56:38,328,281,238
1215698199946,2008-07-10 13:56:39,328,281,238
1215698200960,2008-07-10 13:56:40,328,282,238
1215698201960,2008-07-10 13:56:41,328,282,239
1215698202961,2008-07-10 13:56:42,328,282,239
1215698203961,2008-07-10 13:56:43,328,282,239
1215698204976,2008-07-10 13:56:44,328,283,238
1215698205977,2008-07-10 13:56:45,328,283,238
1215698206992,2008-07-10 13:56:46,328,282,239
1215698207992,2008-07-10 13:56:47,328,283,239
1215698208993,2008-07-10 13:56:48,328,282,239
1215698209993,2008-07-10 13:56:49,328,282,239
1215698210994,2008-07-10 13:56:50,329,282,239
1215698212008,2008-07-10 13:56:52,,,,
1215698213023,2008-07-10 13:56:53,329,283,239
1215698214024,2008-07-10 13:56:54,328,283,240
1215698215039,2008-07-10 13:56:55,328,283,239
1215698216040,2008-07-10 13:56:56,328,283,238
1215698217040,2008-07-10 13:56:57,328,283,239
1215698218040,2008-07-10 13:56:58,329,283,239
1215698219041,2008-07-10 13:56:59,329,283,239
1215698220055,2008-07-10 13:57:00,328,283,239
1215698221055,2008-07-10 13:57:01,328,283,239
1215698222055,2008-07-10 13:57:02,328,284,240
1215698223055,2008-07-10 13:57:03,328,284,241
1215698224055,2008-07-10 13:57:04,329,284,240
1215698225070,2008-07-10 13:57:05,328,284,240
1215698226078,2008-07-10 13:57:06,328,283,240
1215698227086,2008-07-10 13:57:07,329,283,240
1215698228090,2008-07-10 13:57:08,329,283,239
1215698229101,2008-07-10 13:57:09,329,283,239
1215698230101,2008-07-10 13:57:10,328,283,239
1215698231113,2008-07-10 13:57:11,329,283,239
1215698232133,2008-07-10 13:57:12,328,283,239
1215698233141,2008-07-10 13:57:13,329,283,239
1215698234149,2008-07-10 13:57:14,328,283,239
1215698235149,2008-07-10 13:57:15,329,284,239
1215698236164,2008-07-10 13:57:16,328,282,236
1215698237180,2008-07-10 13:57:17,328,282,238
1215698238196,2008-07-10 13:57:18,328,282,239
1215698239196,2008-07-10 13:57:19,328,282,239
1215698240196,2008-07-10 13:57:20,,,,
1215698241196,2008-07-10 13:57:21,,,,
1215698242196,2008-07-10 13:57:22,328,282,239
1215698243196,2008-07-10 13:57:23,328,281,239
1215698244196,2008-07-10 13:57:24,328,281,238
1215698245196,2008-07-10 13:57:25,328,282,239
1215698246196,2008-07-10 13:57:26,328,281,239
1215698247196,2008-07-10 13:57:27,328,282,239
1215698248227,2008-07-10 13:57:28,328,282,240
1215698249243,2008-07-10 13:57:29,328,282,239
1215698250269,2008-07-10 13:57:30,328,282,239
1215698251274,2008-07-10 13:57:31,329,286,235
1215698252282,2008-07-10 13:57:32,323,292,240
1215698253305,2008-07-10 13:57:33,328,283,239
1215698254305,2008-07-10 13:57:34,329,285,239
1215698255305,2008-07-10 13:57:35,329,285,239
1215698256308,2008-07-10 13:57:36,329,285,240
1215698257336,2008-07-10 13:57:37,329,285,241
1215698258341,2008-07-10 13:57:38,329,286,238
1215698259353,2008-07-10 13:57:39,329,288,237
1215698260355,2008-07-10 13:57:40,328,287,239
1215698261368,2008-07-10 13:57:41,332,291,238
1215698262368,2008-07-10 13:57:42,329,286,240
1215698263368,2008-07-10 13:57:43,329,287,240
1215698264368,2008-07-10 13:57:44,330,288,239
1215698265368,2008-07-10 13:57:45,328,287,239
1215698266397,2008-07-10 13:57:46,329,289,239
1215698267415,2008-07-10 13:57:47,328,287,247
1215698268415,2008-07-10 13:57:48,329,287,241
1215698269430,2008-07-10 13:57:49,329,292,238
1215698270432,2008-07-10 13:57:50,329,288,239
1215698271447,2008-07-10 13:57:51,329,286,243
1215698272447,2008-07-10 13:57:52,328,286,244
1215698273461,2008-07-10 13:57:53,328,285,244
1215698274462,2008-07-10 13:57:54,329,285,243
1215698275477,2008-07-10 13:57:55,328,284,244
1215698276477,2008-07-10 13:57:56,328,285,243
1215698277478,2008-07-10 13:57:57,329,287,243
1215698278519,2008-07-10 13:57:58,329,287,242
1215698279545,2008-07-10 13:57:59,329,286,241
1215698280555,2008-07-10 13:58:00,330,290,241
1215698281555,2008-07-10 13:58:01,330,291,241
1215698282555,2008-07-10 13:58:02,330,291,242
1215698283555,2008-07-10 13:58:03,330,291,241
1215698284571,2008-07-10 13:58:04,329,290,240
1215698285572,2008-07-10 13:58:05,330,290,238
1215698286572,2008-07-10 13:58:06,330,292,239
1215698287587,2008-07-10 13:58:07,329,288,241
1215698288633,2008-07-10 13:58:08,329,287,243
1215698289633,2008-07-10 13:58:09,329,287,244
1215698290665,2008-07-10 13:58:10,329,288,244
1215698291680,2008-07-10 13:58:11,329,288,243
1215698292681,2008-07-10 13:58:12,329,288,243
1215698293681,2008-07-10 13:58:13,329,288,243
1215698294681,2008-07-10 13:58:14,329,287,243
1215698295681,2008-07-10 13:58:15,329,287,243
1215698296697,2008-07-10 13:58:16,329,288,243
1215698297697,2008-07-10 13:58:17,329,288,243
1215698298711,2008-07-10 13:58:18,329,287,243
1215698299728,2008-07-10 13:58:19,329,288,244
1215698300744,2008-07-10 13:58:20,329,288,244
1215698301774,2008-07-10 13:58:21,329,287,244
1215698302774,2008-07-10 13:58:22,329,288,244
1215698303774,2008-07-10 13:58:23,329,288,243
1215698304774,2008-07-10 13:58:24,329,288,243
1215698305775,2008-07-10 13:58:25,329,288,243
1215698306790,2008-07-10 13:58:26,329,288,244
1215698307806,2008-07-10 13:58:27,329,288,243
1215698308806,2008-07-10 13:58:28,329,289,243
1215698309806,2008-07-10 13:58:29,330,292,244
1215698310808,2008-07-10 13:58:30,330,293,244
1215698311822,2008-07-10 13:58:31,330,291,243
1215698312852,2008-07-10 13:58:32,329,287,242
1215698313853,2008-07-10 13:58:33,329,287,243
1215698314868,2008-07-10 13:58:34,329,287,243
1215698315868,2008-07-10 13:58:35,329,288,243
1215698316869,2008-07-10 13:58:36,329,287,244
1215698317869,2008-07-10 13:58:37,329,288,243
1215698318884,2008-07-10 13:58:38,329,287,243
1215698319884,2008-07-10 13:58:39,329,287,243
1215698320900,2008-07-10 13:58:40,329,287,243
1215698321916,2008-07-10 13:58:41,329,287,243
1215698322931,2008-07-10 13:58:42,329,287,243
1215698323931,2008-07-10 13:58:43,329,287,243
1215698324947,2008-07-10 13:58:44,329,287,243
1215698325977,2008-07-10 13:58:45,329,289,249
1215698326978,2008-07-10 13:58:46,330,294,246
1215698327991,2008-07-10 13:58:47,328,292,251
1215698328994,2008-07-10 13:58:48,328,292,252
1215698330133,2008-07-10 13:58:50,329,290,250
1215698331197,2008-07-10 13:58:51,329,285,241
1215698332213,2008-07-10 13:58:52,327,285,245
1215698333228,2008-07-10 13:58:53,333,287,237
1215698334254,2008-07-10 13:58:54,329,286,236
1215698335275,2008-07-10 13:58:55,330,287,236
1215698336275,2008-07-10 13:58:56,328,283,245
1215698337275,2008-07-10 13:58:57,328,284,247
1215698338275,2008-07-10 13:58:58,327,282,245
1215698339275,2008-07-10 13:58:59,328,282,242
1215698340275,2008-07-10 13:59:00,328,282,242
1215698341283,2008-07-10 13:59:01,328,284,243
1215698342306,2008-07-10 13:59:02,328,285,243
1215698343307,2008-07-10 13:59:03,329,285,243
1215698344337,2008-07-10 13:59:04,328,285,242
1215698345337,2008-07-10 13:59:05,329,285,242
1215698346337,2008-07-10 13:59:06,329,285,242
1215698347337,2008-07-10 13:59:07,329,284,243
1215698348337,2008-07-10 13:59:08,329,285,242
1215698349338,2008-07-10 13:59:09,329,285,242
1215698350354,2008-07-10 13:59:10,329,285,243
1215698351384,2008-07-10 13:59:11,328,285,242
1215698352386,2008-07-10 13:59:12,329,285,242
1215698353400,2008-07-10 13:59:13,329,285,242
1215698354400,2008-07-10 13:59:14,329,285,243
1215698355416,2008-07-10 13:59:15,329,285,242
1215698356416,2008-07-10 13:59:16,328,285,242
1215698357417,2008-07-10 13:59:17,329,285,242
1215698358431,2008-07-10 13:59:18,328,285,242
1215698359447,2008-07-10 13:59:19,329,285,242
1215698360448,2008-07-10 13:59:20,329,285,242
1215698361478,2008-07-10 13:59:21,328,285,242
1215698362478,2008-07-10 13:59:22,329,285,242
1215698363495,2008-07-10 13:59:23,329,285,242
1215698364510,2008-07-10 13:59:24,329,285,242
1215698365510,2008-07-10 13:59:25,329,284,242
1215698366525,2008-07-10 13:59:26,328,285,242
1215698367526,2008-07-10 13:59:27,329,285,242
1215698368540,2008-07-10 13:59:28,329,285,242
1215698369542,2008-07-10 13:59:29,328,285,242
1215698370556,2008-07-10 13:59:30,329,285,243
1215698371557,2008-07-10 13:59:31,329,285,242
1215698372567,2008-07-10 13:59:32,329,285,242
1215698373572,2008-07-10 13:59:33,329,285,242
1215698374585,2008-07-10 13:59:34,329,285,242
1215698375635,2008-07-10 13:59:35,329,285,242
1215698376636,2008-07-10 13:59:36,329,285,242
1215698377650,2008-07-10 13:59:37,328,285,242
1215698378651,2008-07-10 13:59:38,329,285,242
1215698379682,2008-07-10 13:59:39,329,285,242
1215698380691,2008-07-10 13:59:40,329,285,242
1215698381697,2008-07-10 13:59:41,329,285,242
1215698382698,2008-07-10 13:59:42,329,285,242
1215698383712,2008-07-10 13:59:43,329,285,242
1215698384712,2008-07-10 13:59:44,328,284,242
1215698385713,2008-07-10 13:59:45,329,285,242
1215698386729,2008-07-10 13:59:46,328,285,242
1215698387729,2008-07-10 13:59:47,329,285,242
1215698388729,2008-07-10 13:59:48,329,285,242
1215698389746,2008-07-10 13:59:49,329,285,242
1215698390760,2008-07-10 13:59:50,329,285,242
1215698391760,2008-07-10 13:59:51,329,285,242
1215698392776,2008-07-10 13:59:52,329,285,242
1215698393791,2008-07-10 13:59:53,329,285,242
1215698394791,2008-07-10 13:59:54,329,285,242
1215698395807,2008-07-10 13:59:55,329,285,242
1215698396807,2008-07-10 13:59:56,328,285,242
1215698397823,2008-07-10 13:59:57,329,284,243
1215698398837,2008-07-10 13:59:58,328,284,243
1215698399857,2008-07-10 13:59:59,329,284,243
1215698400869,2008-07-10 14:00:00,328,284,243
1215698401870,2008-07-10 14:00:01,328,284,243
1215698402885,2008-07-10 14:00:02,329,284,243
1215698403885,2008-07-10 14:00:03,329,284,243
1215698404900,2008-07-10 14:00:04,328,284,243
1215698405903,2008-07-10 14:00:05,328,284,243
1215698406917,2008-07-10 14:00:06,328,284,243
1215698407932,2008-07-10 14:00:07,329,284,242
1215698408948,2008-07-10 14:00:08,328,284,243
1215698409963,2008-07-10 14:00:09,328,284,243
1215698410979,2008-07-10 14:00:10,328,284,243
1215698411995,2008-07-10 14:00:11,328,284,243
1215698412995,2008-07-10 14:00:12,328,284,243
1215698414010,2008-07-10 14:00:14,328,284,243
1215698415026,2008-07-10 14:00:15,328,284,243
1215698416042,2008-07-10 14:00:16,329,284,242
1215698417042,2008-07-10 14:00:17,328,284,243
1215698418042,2008-07-10 14:00:18,328,284,243
1215698419042,2008-07-10 14:00:19,328,284,243
1215698420057,2008-07-10 14:00:20,328,284,243
1215698421057,2008-07-10 14:00:21,328,284,243
1215698422073,2008-07-10 14:00:22,328,284,243
1215698423073,2008-07-10 14:00:23,328,284,243
1215698424167,2008-07-10 14:00:24,328,284,243
1215698425183,2008-07-10 14:00:25,328,284,243
1215698426213,2008-07-10 14:00:26,329,284,243
1215698427230,2008-07-10 14:00:27,328,284,243
1215698428230,2008-07-10 14:00:28,328,284,243
1215698429245,2008-07-10 14:00:29,328,284,243
1215698430260,2008-07-10 14:00:30,328,284,243
1215698431260,2008-07-10 14:00:31,328,284,243
1215698432276,2008-07-10 14:00:32,329,284,243
1215698433294,2008-07-10 14:00:33,328,284,243
1215698434308,2008-07-10 14:00:34,328,284,243
1215698435323,2008-07-10 14:00:35,328,284,243
1215698436338,2008-07-10 14:00:36,328,284,243
1215698437354,2008-07-10 14:00:37,328,284,243
1215698438355,2008-07-10 14:00:38,328,284,243
1215698439370,2008-07-10 14:00:39,329,284,243
1215698440370,2008-07-10 14:00:40,328,283,243
1215698441401,2008-07-10 14:00:41,328,284,243
1215698442419,2008-07-10 14:00:42,328,284,243
1215698443449,2008-07-10 14:00:43,328,284,243
1215698444449,2008-07-10 14:00:44,328,284,243
1215698445463,2008-07-10 14:00:45,328,284,243
1215698446463,2008-07-10 14:00:46,328,284,243
1215698447463,2008-07-10 14:00:47,328,284,243
1215698448463,2008-07-10 14:00:48,329,284,243
1215698449480,2008-07-10 14:00:49,328,284,243
1215698450495,2008-07-10 14:00:50,328,284,243
1215698451496,2008-07-10 14:00:51,328,284,243
1215698452526,2008-07-10 14:00:52,328,284,243
1215698453526,2008-07-10 14:00:53,328,284,243
1215698454527,2008-07-10 14:00:54,328,284,243
1215698455527,2008-07-10 14:00:55,328,284,243
1215698456542,2008-07-10 14:00:56,328,284,243
1215698457543,2008-07-10 14:00:57,328,284,243
1215698458543,2008-07-10 14:00:58,328,284,243
1215698459543,2008-07-10 14:00:59,328,284,243
1215698460543,2008-07-10 14:01:00,328,284,243
1215698461573,2008-07-10 14:01:01,328,284,243
1215698462584,2008-07-10 14:01:02,329,284,243
1215698463589,2008-07-10 14:01:03,328,284,243
1215698464590,2008-07-10 14:01:04,328,284,243
1215698465604,2008-07-10 14:01:05,329,284,243
1215698466605,2008-07-10 14:01:06,328,284,243
1215698467605,2008-07-10 14:01:07,328,284,243
1215698468668,2008-07-10 14:01:08,328,284,243
1215698469699,2008-07-10 14:01:09,328,284,243
1215698470714,2008-07-10 14:01:10,328,284,243
1215698471717,2008-07-10 14:01:11,328,284,243
1215698472746,2008-07-10 14:01:12,329,284,243
1215698473748,2008-07-10 14:01:13,328,284,243
1215698474761,2008-07-10 14:01:14,328,284,243
1215698475761,2008-07-10 14:01:15,329,284,243
1215698476761,2008-07-10 14:01:16,328,284,243
1215698477761,2008-07-10 14:01:17,328,284,243
1215698478761,2008-07-10 14:01:18,325,288,239
1215698479777,2008-07-10 14:01:19,330,289,242
1215698480793,2008-07-10 14:01:20,328,283,242
1215698481808,2008-07-10 14:01:21,331,283,242
1215698482824,2008-07-10 14:01:22,327,286,241
1215698483824,2008-07-10 14:01:23,329,288,241
1215698484824,2008-07-10 14:01:24,328,289,243
1215698485824,2008-07-10 14:01:25,329,291,240
1215698486839,2008-07-10 14:01:26,329,286,239
1215698487839,2008-07-10 14:01:27,329,285,242
1215698488839,2008-07-10 14:01:28,329,286,242
1215698489855,2008-07-10 14:01:29,331,288,243
1215698490856,2008-07-10 14:01:30,329,285,241
1215698491886,2008-07-10 14:01:31,330,286,239
1215698492890,2008-07-10 14:01:32,329,285,241
1215698493918,2008-07-10 14:01:33,329,286,244
1215698494918,2008-07-10 14:01:34,329,285,239
1215698495918,2008-07-10 14:01:35,329,287,240
1215698496918,2008-07-10 14:01:36,328,288,241
1215698497919,2008-07-10 14:01:37,330,284,239
1215698498933,2008-07-10 14:01:38,330,286,239
1215698499933,2008-07-10 14:01:39,330,287,239
1215698500933,2008-07-10 14:01:40,328,286,238
1215698501934,2008-07-10 14:01:41,329,287,239
1215698502949,2008-07-10 14:01:42,330,288,239
1215698503952,2008-07-10 14:01:43,329,286,240
1215698504952,2008-07-10 14:01:44,329,287,240
1215698505965,2008-07-10 14:01:45,330,286,240
1215698506965,2008-07-10 14:01:46,329,288,240
1215698507965,2008-07-10 14:01:47,330,285,239
1215698508965,2008-07-10 14:01:48,329,292,243
1215698509965,2008-07-10 14:01:49,330,295,248
1215698510980,2008-07-10 14:01:50,328,305,247
1215698511981,2008-07-10 14:01:51,330,285,243
1215698512982,2008-07-10 14:01:52,329,286,244
1215698513997,2008-07-10 14:01:53,329,285,244
1215698515011,2008-07-10 14:01:55,328,284,244
1215698516012,2008-07-10 14:01:56,329,302,247
1215698517012,2008-07-10 14:01:57,327,302,247
1215698518027,2008-07-10 14:01:58,329,293,243
1215698519027,2008-07-10 14:01:59,329,285,242
1215698520028,2008-07-10 14:02:00,330,286,243
1215698521028,2008-07-10 14:02:01,328,286,240
1215698522030,2008-07-10 14:02:02,327,288,240
1215698523043,2008-07-10 14:02:03,329,288,241
1215698524044,2008-07-10 14:02:04,329,287,240
1215698525044,2008-07-10 14:02:05,329,289,241
1215698526059,2008-07-10 14:02:06,329,287,240
1215698527074,2008-07-10 14:02:07,330,288,240
1215698528075,2008-07-10 14:02:08,330,288,240
1215698529075,2008-07-10 14:02:09,330,287,240
1215698530075,2008-07-10 14:02:10,330,288,240
1215698531122,2008-07-10 14:02:11,329,288,239
1215698532137,2008-07-10 14:02:12,329,286,239
1215698533137,2008-07-10 14:02:13,330,287,239
1215698534137,2008-07-10 14:02:14,328,289,239
1215698535137,2008-07-10 14:02:15,329,289,239
1215698536200,2008-07-10 14:02:16,330,287,240
1215698537231,2008-07-10 14:02:17,329,287,239
1215698538247,2008-07-10 14:02:18,330,287,239
1215698539247,2008-07-10 14:02:19,329,286,239
1215698540247,2008-07-10 14:02:20,329,288,239
1215698541262,2008-07-10 14:02:21,330,288,238
1215698542262,2008-07-10 14:02:22,329,287,239
1215698543262,2008-07-10 14:02:23,329,287,238
1215698544262,2008-07-10 14:02:24,331,290,237
1215698545262,2008-07-10 14:02:25,327,281,244
1215698546262,2008-07-10 14:02:26,331,294,245
1215698547262,2008-07-10 14:02:27,326,276,240
1215698548278,2008-07-10 14:02:28,328,288,243
1215698549294,2008-07-10 14:02:29,330,293,243
1215698550310,2008-07-10 14:02:30,323,270,236
1215698551325,2008-07-10 14:02:31,328,311,246
1215698552340,2008-07-10 14:02:32,325,275,239
1215698553340,2008-07-10 14:02:33,328,286,240
1215698554341,2008-07-10 14:02:34,331,302,245
1215698555341,2008-07-10 14:02:35,319,266,235
1215698556356,2008-07-10 14:02:36,331,302,242
1215698557387,2008-07-10 14:02:37,328,290,242
1215698558387,2008-07-10 14:02:38,326,277,238
1215698559404,2008-07-10 14:02:39,330,306,246
1215698560419,2008-07-10 14:02:40,323,272,237
1215698561450,2008-07-10 14:02:41,330,307,245
1215698562451,2008-07-10 14:02:42,327,282,240
1215698563465,2008-07-10 14:02:43,327,281,239
1215698564481,2008-07-10 14:02:44,326,311,248
1215698565482,2008-07-10 14:02:45,323,270,236
1215698566482,2008-07-10 14:02:46,327,278,238
1215698567497,2008-07-10 14:02:47,328,292,242
1215698568498,2008-07-10 14:02:48,329,291,236
1215698569498,2008-07-10 14:02:49,330,288,241
1215698570498,2008-07-10 14:02:50,329,288,242
1215698571498,2008-07-10 14:02:51,329,288,238
1215698572529,2008-07-10 14:02:52,328,290,242
1215698573529,2008-07-10 14:02:53,329,289,238
1215698574529,2008-07-10 14:02:54,330,287,238
1215698575545,2008-07-10 14:02:55,330,287,237
1215698576560,2008-07-10 14:02:56,329,290,240
1215698577590,2008-07-10 14:02:57,329,288,240
1215698578591,2008-07-10 14:02:58,328,291,242
1215698579623,2008-07-10 14:02:59,329,290,243
1215698580638,2008-07-10 14:03:00,329,288,242
1215698581638,2008-07-10 14:03:01,328,288,241
1215698582654,2008-07-10 14:03:02,330,289,241
1215698583669,2008-07-10 14:03:03,329,288,240
1215698584685,2008-07-10 14:03:04,330,289,240
1215698585701,2008-07-10 14:03:05,330,290,239
1215698586716,2008-07-10 14:03:06,330,289,240
1215698587732,2008-07-10 14:03:07,330,289,239
1215698588732,2008-07-10 14:03:08,330,290,239
1215698589757,2008-07-10 14:03:09,330,290,239
1215698590763,2008-07-10 14:03:10,331,289,239
1215698591779,2008-07-10 14:03:11,329,289,238
1215698592779,2008-07-10 14:03:12,330,289,239
1215698593795,2008-07-10 14:03:13,331,291,240
1215698594795,2008-07-10 14:03:14,329,292,240
1215698595812,2008-07-10 14:03:15,330,290,239
1215698596826,2008-07-10 14:03:16,330,291,240
1215698597826,2008-07-10 14:03:17,330,290,243
1215698598841,2008-07-10 14:03:18,329,289,242
1215698599857,2008-07-10 14:03:19,329,290,242
1215698600860,2008-07-10 14:03:20,328,291,241
1215698601873,2008-07-10 14:03:21,330,290,241
1215698602875,2008-07-10 14:03:22,329,289,241
1215698603889,2008-07-10 14:03:23,329,292,240
1215698604904,2008-07-10 14:03:24,330,290,240
1215698605920,2008-07-10 14:03:25,330,292,240
1215698606920,2008-07-10 14:03:26,330,291,240
1215698607935,2008-07-10 14:03:27,330,291,240
1215698608935,2008-07-10 14:03:28,330,291,240
1215698609935,2008-07-10 14:03:29,330,288,238
1215698610935,2008-07-10 14:03:30,327,274,233
1215698611952,2008-07-10 14:03:31,329,284,244
1215698612966,2008-07-10 14:03:32,328,283,244
1215698613966,2008-07-10 14:03:33,329,286,235
1215698614987,2008-07-10 14:03:34,329,287,236
1215698616017,2008-07-10 14:03:36,327,279,243
1215698617030,2008-07-10 14:03:37,326,274,242
1215698618046,2008-07-10 14:03:38,334,280,245
1215698619061,2008-07-10 14:03:39,326,273,235
1215698620077,2008-07-10 14:03:40,328,284,243
1215698621170,2008-07-10 14:03:41,329,288,242
1215698622170,2008-07-10 14:03:42,326,264,231
1215698623171,2008-07-10 14:03:43,328,283,234
1215698624185,2008-07-10 14:03:44,329,286,241
1215698625216,2008-07-10 14:03:45,328,285,243
1215698626233,2008-07-10 14:03:46,329,286,244
1215698627249,2008-07-10 14:03:47,329,284,238
1215698628264,2008-07-10 14:03:48,328,284,246
1215698629279,2008-07-10 14:03:49,328,283,241
1215698630296,2008-07-10 14:03:50,328,283,242
1215698631311,2008-07-10 14:03:51,327,281,245
1215698632327,2008-07-10 14:03:52,330,289,243
1215698633341,2008-07-10 14:03:53,329,289,247
1215698634358,2008-07-10 14:03:54,329,287,242
1215698635374,2008-07-10 14:03:55,331,289,238
1215698636420,2008-07-10 14:03:56,330,289,237
1215698637421,2008-07-10 14:03:57,329,290,225
1215698638436,2008-07-10 14:03:58,329,289,225
1215698639452,2008-07-10 14:03:59,329,291,225
1215698640454,2008-07-10 14:04:00,329,290,225
1215698641467,2008-07-10 14:04:01,329,291,225
1215698642486,2008-07-10 14:04:02,329,291,225
1215698643499,2008-07-10 14:04:03,329,292,225
1215698644514,2008-07-10 14:04:04,329,293,226
1215698645514,2008-07-10 14:04:05,329,293,226
1215698646548,2008-07-10 14:04:06,330,292,226
1215698647561,2008-07-10 14:04:07,329,293,225
1215698648561,2008-07-10 14:04:08,329,293,226
1215698649577,2008-07-10 14:04:09,329,292,226
1215698650671,2008-07-10 14:04:10,329,292,226
1215698651703,2008-07-10 14:04:11,329,293,226
1215698652737,2008-07-10 14:04:12,330,293,226
1215698653749,2008-07-10 14:04:13,329,293,226
1215698654764,2008-07-10 14:04:14,329,293,227
1215698655780,2008-07-10 14:04:15,329,294,226
1215698656793,2008-07-10 14:04:16,329,293,226
1215698657796,2008-07-10 14:04:17,329,293,226
1215698658796,2008-07-10 14:04:18,329,292,225
1215698659812,2008-07-10 14:04:19,329,293,226
1215698660827,2008-07-10 14:04:20,329,292,225
1215698661843,2008-07-10 14:04:21,329,292,226
1215698662859,2008-07-10 14:04:22,329,292,226
1215698663860,2008-07-10 14:04:23,329,292,226
1215698664890,2008-07-10 14:04:24,329,293,226
1215698666246,2008-07-10 14:04:26,329,294,226
1215698667389,2008-07-10 14:04:27,329,293,226
1215698668406,2008-07-10 14:04:28,329,293,226
1215698669421,2008-07-10 14:04:29,,,,
1215698670547,2008-07-10 14:04:30,329,293,226
1215698671561,2008-07-10 14:04:31,329,292,226
1215698672578,2008-07-10 14:04:32,329,293,225
1215698673671,2008-07-10 14:04:33,329,292,226
1215698674702,2008-07-10 14:04:34,329,292,226
1215698675717,2008-07-10 14:04:35,329,293,226
1215698676717,2008-07-10 14:04:36,329,292,226
1215698677718,2008-07-10 14:04:37,329,293,226
1215698678748,2008-07-10 14:04:38,329,292,225
1215698679764,2008-07-10 14:04:39,329,292,227
1215698680813,2008-07-10 14:04:40,329,293,226
1215698681828,2008-07-10 14:04:41,329,293,226
1215698682843,2008-07-10 14:04:42,329,293,226
1215698683858,2008-07-10 14:04:43,329,294,226
1215698684859,2008-07-10 14:04:44,329,294,226
1215698685874,2008-07-10 14:04:45,329,293,226
1215698686890,2008-07-10 14:04:46,329,294,226
1215698687905,2008-07-10 14:04:47,329,295,226
1215698688937,2008-07-10 14:04:48,329,293,226
1215698689952,2008-07-10 14:04:49,329,293,226
1215698691031,2008-07-10 14:04:51,329,293,226
1215698692031,2008-07-10 14:04:52,330,293,226
1215698693047,2008-07-10 14:04:53,329,292,226
1215698694061,2008-07-10 14:04:54,329,293,226
1215698695155,2008-07-10 14:04:55,329,292,226
1215698696203,2008-07-10 14:04:56,329,293,226
1215698697218,2008-07-10 14:04:57,329,293,226
1215698698234,2008-07-10 14:04:58,329,292,226
1215698699250,2008-07-10 14:04:59,329,292,226
1215698700264,2008-07-10 14:05:00,329,292,226
1215698701281,2008-07-10 14:05:01,329,292,226
