UnixTimeStamp,TimeStamp,X,Y,Z
1215698083319,2008-07-10 13:54:43,315,301,287
1215698084319,2008-07-10 13:54:44,315,301,287
1215698085319,2008-07-10 13:54:45,315,301,288
1215698086319,2008-07-10 13:54:46,315,301,287
1215698087319,2008-07-10 13:54:47,315,301,288
1215698088320,2008-07-10 13:54:48,315,301,287
1215698089334,2008-07-10 13:54:49,315,301,288
1215698090335,2008-07-10 13:54:50,315,301,287
1215698091350,2008-07-10 13:54:51,315,301,287
1215698092351,2008-07-10 13:54:52,315,301,287
1215698093351,2008-07-10 13:54:53,315,301,286
1215698094366,2008-07-10 13:54:54,314,301,286
1215698095366,2008-07-10 13:54:55,314,301,287
1215698096367,2008-07-10 13:54:56,314,301,286
1215698097381,2008-07-10 13:54:57,315,301,287
1215698098382,2008-07-10 13:54:58,315,301,286
1215698099382,2008-07-10 13:54:59,315,301,287
1215698100382,2008-07-10 13:55:00,314,301,287
1215698101397,2008-07-10 13:55:01,314,301,286
1215698102401,2008-07-10 13:55:02,314,301,286
1215698103414,2008-07-10 13:55:03,314,301,287
1215698104417,2008-07-10 13:55:04,315,301,287
1215698105428,2008-07-10 13:55:05,314,301,287
1215698106429,2008-07-10 13:55:06,314,301,287
1215698107444,2008-07-10 13:55:07,315,301,287
1215698108445,2008-07-10 13:55:08,315,301,287
1215698109459,2008-07-10 13:55:09,314,301,287
1215698110459,2008-07-10 13:55:10,315,301,287
1215698111459,2008-07-10 13:55:11,315,301,287
1215698112460,2008-07-10 13:55:12,314,301,287
1215698113462,2008-07-10 13:55:13,315,301,287
1215698114476,2008-07-10 13:55:14,315,301,287
1215698115478,2008-07-10 13:55:15,315,301,287
1215698116491,2008-07-10 13:55:16,315,300,287
1215698117492,2008-07-10 13:55:17,315,300,287
1215698118507,2008-07-10 13:55:18,315,301,287
1215698119507,2008-07-10 13:55:19,315,301,287
1215698120507,2008-07-10 13:55:20,315,301,287
1215698121522,2008-07-10 13:55:21,314,301,287
1215698122522,2008-07-10 13:55:22,314,301,286
1215698123523,2008-07-10 13:55:23,314,301,286
1215698124523,2008-07-10 13:55:24,314,302,286
1215698125527,2008-07-10 13:55:25,314,302,286
1215698126539,2008-07-10 13:55:26,314,301,286
1215698127553,2008-07-10 13:55:27,314,301,286
1215698128554,2008-07-10 13:55:28,314,301,286
1215698129554,2008-07-10 13:55:29,314,302,286
1215698130554,2008-07-10 13:55:30,315,301,286
1215698131554,2008-07-10 13:55:31,314,301,286
1215698132554,2008-07-10 13:55:32,314,301,286
1215698133569,2008-07-10 13:55:33,314,302,286
1215698134569,2008-07-10 13:55:34,315,301,286
1215698135570,2008-07-10 13:55:35,314,301,286
1215698136570,2008-07-10 13:55:36,314,302,286
1215698137570,2008-07-10 13:55:37,314,302,286
1215698138585,2008-07-10 13:55:38,314,301,286
1215698139585,2008-07-10 13:55:39,314,302,286
1215698140585,2008-07-10 13:55:40,314,302,286
1215698141585,2008-07-10 13:55:41,314,301,286
1215698142600,2008-07-10 13:55:42,314,301,286
1215698143601,2008-07-10 13:55:43,314,301,286
1215698144601,2008-07-10 13:55:44,314,301,286
1215698145601,2008-07-10 13:55:45,314,301,286
1215698146601,2008-07-10 13:55:46,314,301,286
1215698147631,2008-07-10 13:55:47,314,302,286
1215698148632,2008-07-10 13:55:48,314,302,286
1215698149648,2008-07-10 13:55:49,315,301,286
1215698150648,2008-07-10 13:55:50,314,301,286
1215698151648,2008-07-10 13:55:51,314,302,286
1215698152664,2008-07-10 13:55:52,314,302,286
1215698153664,2008-07-10 13:55:53,315,301,286
1215698154665,2008-07-10 13:55:54,314,301,286
1215698155679,2008-07-10 13:55:55,315,301,286
1215698156679,2008-07-10 13:55:56,314,301,287
1215698157686,2008-07-10 13:55:57,315,301,287
1215698158695,2008-07-10 13:55:58,314,301,286
1215698159696,2008-07-10 13:55:59,314,301,286
1215698160710,2008-07-10 13:56:00,314,301,286
1215698161710,2008-07-10 13:56:01,314,301,286
1215698162710,2008-07-10 13:56:02,315,301,286
1215698163710,2008-07-10 13:56:03,314,301,286
1215698164710,2008-07-10 13:56:04,314,301,287
1215698165710,2008-07-10 13:56:05,315,301,286
1215698166714,2008-07-10 13:56:06,315,301,286
1215698167727,2008-07-10 13:56:07,315,301,286
1215698168727,2008-07-10 13:56:08,314,301,286
1215698169727,2008-07-10 13:56:09,315,301,286
1215698170742,2008-07-10 13:56:10,314,301,286
1215698171743,2008-07-10 13:56:11,314,301,286
1215698172773,2008-07-10 13:56:12,314,302,286
1215698173773,2008-07-10 13:56:13,314,301,286
1215698174786,2008-07-10 13:56:14,314,301,286
1215698175789,2008-07-10 13:56:15,314,302,286
1215698176792,2008-07-10 13:56:16,314,301,286
1215698177805,2008-07-10 13:56:17,314,301,286
1215698178820,2008-07-10 13:56:18,314,302,286
1215698179820,2008-07-10 13:56:19,314,302,286
1215698180835,2008-07-10 13:56:20,314,302,286
1215698181836,2008-07-10 13:56:21,313,303,285
1215698182851,2008-07-10 13:56:22,315,302,286
1215698183852,2008-07-10 13:56:23,314,301,286
1215698184852,2008-07-10 13:56:24,315,301,287
1215698185852,2008-07-10 13:56:25,315,301,286
1215698186867,2008-07-10 13:56:26,319,258,286
1215698187868,2008-07-10 13:56:27,317,273,299
1215698188880,2008-07-10 13:56:28,320,279,286
1215698189883,2008-07-10 13:56:29,322,278,296
1215698190883,2008-07-10 13:56:30,319,288,291
1215698191898,2008-07-10 13:56:31,319,289,294
1215698192903,2008-07-10 13:56:32,320,281,297
1215698193915,2008-07-10 13:56:33,319,288,295
1215698194929,2008-07-10 13:56:34,319,291,295
1215698195930,2008-07-10 13:56:35,318,291,296
1215698196933,2008-07-10 13:56:36,318,291,296
1215698197946,2008-07-10 13:56:37,318,291,296
1215698198946,2008-07-10 13:56:38,318,290,296
1215698199946,2008-07-10 13:56:39,318,291,297
1215698200960,2008-07-10 13:56:40,319,291,296
1215698201960,2008-07-10 13:56:41,318,291,296
1215698202961,2008-07-10 13:56:42,318,292,296
1215698203961,2008-07-10 13:56:43,318,291,296
1215698204976,2008-07-10 13:56:44,318,292,296
1215698205977,2008-07-10 13:56:45,318,291,297
1215698206992,2008-07-10 13:56:46,318,291,297
1215698207992,2008-07-10 13:56:47,318,291,296
1215698208993,2008-07-10 13:56:48,318,291,297
1215698209993,2008-07-10 13:56:49,318,291,297
1215698210994,2008-07-10 13:56:50,320,285,298
1215698212008,2008-07-10 13:56:52,319,288,295
1215698213023,2008-07-10 13:56:53,319,287,295
1215698214024,2008-07-10 13:56:54,318,290,295
1215698215039,2008-07-10 13:56:55,318,291,295
1215698216040,2008-07-10 13:56:56,319,290,295
1215698217040,2008-07-10 13:56:57,318,291,295
1215698218040,2008-07-10 13:56:58,318,291,295
1215698219041,2008-07-10 13:56:59,319,291,294
1215698220055,2008-07-10 13:57:00,321,275,287
1215698221055,2008-07-10 13:57:01,319,290,294
1215698222055,2008-07-10 13:57:02,319,290,296
1215698223055,2008-07-10 13:57:03,319,291,295
1215698224055,2008-07-10 13:57:04,318,291,295
1215698225070,2008-07-10 13:57:05,319,289,295
1215698226078,2008-07-10 13:57:06,319,292,295
1215698227086,2008-07-10 13:57:07,318,291,295
1215698228090,2008-07-10 13:57:08,319,291,295
1215698229101,2008-07-10 13:57:09,319,290,295
1215698230101,2008-07-10 13:57:10,319,290,296
1215698231113,2008-07-10 13:57:11,319,290,295
1215698232133,2008-07-10 13:57:12,319,290,295
1215698233141,2008-07-10 13:57:13,318,290,295
1215698234149,2008-07-10 13:57:14,319,290,296
1215698235149,2008-07-10 13:57:15,318,291,295
1215698236164,2008-07-10 13:57:16,318,292,295
1215698237180,2008-07-10 13:57:17,319,290,295
1215698238196,2008-07-10 13:57:18,319,290,295
1215698239196,2008-07-10 13:57:19,319,290,295
1215698240196,2008-07-10 13:57:20,319,291,296
1215698241196,2008-07-10 13:57:21,319,290,296
1215698242196,2008-07-10 13:57:22,319,290,296
1215698243196,2008-07-10 13:57:23,319,290,296
1215698244196,2008-07-10 13:57:24,319,290,296
1215698245196,2008-07-10 13:57:25,319,290,296
1215698246196,2008-07-10 13:57:26,319,290,296
1215698247196,2008-07-10 13:57:27,319,290,296
1215698248227,2008-07-10 13:57:28,319,289,296
1215698249243,2008-07-10 13:57:29,319,289,296
1215698250269,2008-07-10 13:57:30,318,290,296
1215698251274,2008-07-10 13:57:31,319,288,295
1215698252282,2008-07-10 13:57:32,319,289,297
1215698253305,2008-07-10 13:57:33,319,290,297
1215698254305,2008-07-10 13:57:34,319,289,296
1215698255305,2008-07-10 13:57:35,319,290,296
1215698256308,2008-07-10 13:57:36,319,290,296
1215698257336,2008-07-10 13:57:37,319,289,297
1215698258341,2008-07-10 13:57:38,319,289,297
1215698259353,2008-07-10 13:57:39,319,289,296
1215698260355,2008-07-10 13:57:40,319,290,296
1215698261368,2008-07-10 13:57:41,318,289,296
1215698262368,2008-07-10 13:57:42,319,288,296
1215698263368,2008-07-10 13:57:43,319,289,296
1215698264368,2008-07-10 13:57:44,319,288,296
1215698265368,2008-07-10 13:57:45,319,289,296
1215698266397,2008-07-10 13:57:46,319,288,296
1215698267415,2008-07-10 13:57:47,319,288,296
1215698268415,2008-07-10 13:57:48,320,288,296
1215698269430,2008-07-10 13:57:49,319,288,296
1215698270432,2008-07-10 13:57:50,319,288,296
1215698271447,2008-07-10 13:57:51,319,288,296
1215698272447,2008-07-10 13:57:52,319,288,296
1215698273461,2008-07-10 13:57:53,319,288,296
1215698274462,2008-07-10 13:57:54,319,288,296
1215698275477,2008-07-10 13:57:55,319,289,296
1215698276477,2008-07-10 13:57:56,319,289,296
1215698277478,2008-07-10 13:57:57,319,289,296
1215698278519,2008-07-10 13:57:58,319,288,296
1215698279545,2008-07-10 13:57:59,319,288,296
1215698280555,2008-07-10 13:58:00,319,288,296
1215698281555,2008-07-10 13:58:01,319,288,296
1215698282555,2008-07-10 13:58:02,319,288,296
1215698283555,2008-07-10 13:58:03,319,288,296
1215698284571,2008-07-10 13:58:04,319,289,296
1215698285572,2008-07-10 13:58:05,319,289,297
1215698286572,2008-07-10 13:58:06,319,289,295
1215698287587,2008-07-10 13:58:07,318,293,294
1215698288633,2008-07-10 13:58:08,318,292,295
1215698289633,2008-07-10 13:58:09,318,292,295
1215698290665,2008-07-10 13:58:10,318,292,295
1215698291680,2008-07-10 13:58:11,318,291,295
1215698292681,2008-07-10 13:58:12,318,292,295
1215698293681,2008-07-10 13:58:13,318,291,296
1215698294681,2008-07-10 13:58:14,318,292,295
1215698295681,2008-07-10 13:58:15,318,292,295
1215698296697,2008-07-10 13:58:16,318,292,295
1215698297697,2008-07-10 13:58:17,318,292,296
1215698298711,2008-07-10 13:58:18,318,291,295
1215698299728,2008-07-10 13:58:19,318,292,295
1215698300744,2008-07-10 13:58:20,318,292,296
1215698301774,2008-07-10 13:58:21,318,291,295
1215698302774,2008-07-10 13:58:22,318,291,296
1215698303774,2008-07-10 13:58:23,318,291,296
1215698304774,2008-07-10 13:58:24,318,291,296
1215698305775,2008-07-10 13:58:25,318,292,296
1215698306790,2008-07-10 13:58:26,318,292,296
1215698307806,2008-07-10 13:58:27,318,292,295
1215698308806,2008-07-10 13:58:28,318,292,296
1215698309806,2008-07-10 13:58:29,318,292,296
1215698310808,2008-07-10 13:58:30,318,292,296
1215698311822,2008-07-10 13:58:31,318,291,296
1215698312852,2008-07-10 13:58:32,319,291,295
1215698313853,2008-07-10 13:58:33,318,291,296
1215698314868,2008-07-10 13:58:34,318,291,296
1215698315868,2008-07-10 13:58:35,318,291,296
1215698316869,2008-07-10 13:58:36,318,291,296
1215698317869,2008-07-10 13:58:37,318,291,296
1215698318884,2008-07-10 13:58:38,318,291,296
1215698319884,2008-07-10 13:58:39,318,291,296
1215698320900,2008-07-10 13:58:40,319,291,296
1215698321916,2008-07-10 13:58:41,319,291,295
1215698322931,2008-07-10 13:58:42,319,291,296
1215698323931,2008-07-10 13:58:43,319,291,296
1215698324947,2008-07-10 13:58:44,318,290,296
1215698325977,2008-07-10 13:58:45,319,288,299
1215698326978,2008-07-10 13:58:46,319,288,295
1215698327991,2008-07-10 13:58:47,318,290,295
1215698328994,2008-07-10 13:58:48,319,291,295
1215698330133,2008-07-10 13:58:50,319,287,296
1215698331197,2008-07-10 13:58:51,321,281,289
1215698332213,2008-07-10 13:58:52,322,273,287
1215698333228,2008-07-10 13:58:53,321,276,293
1215698334254,2008-07-10 13:58:54,320,276,297
1215698335275,2008-07-10 13:58:55,319,272,291
1215698336275,2008-07-10 13:58:56,316,254,307
1215698337275,2008-07-10 13:58:57,311,243,290
1215698338275,2008-07-10 13:58:58,320,265,284
1215698339275,2008-07-10 13:58:59,320,276,282
1215698340275,2008-07-10 13:59:00,320,284,283
1215698341283,2008-07-10 13:59:01,313,300,276
1215698342306,2008-07-10 13:59:02,313,300,281
1215698343307,2008-07-10 13:59:03,317,296,286
1215698344337,2008-07-10 13:59:04,317,296,287
1215698345337,2008-07-10 13:59:05,317,295,288
1215698346337,2008-07-10 13:59:06,318,293,290
1215698347337,2008-07-10 13:59:07,318,293,289
1215698348337,2008-07-10 13:59:08,316,297,282
1215698349338,2008-07-10 13:59:09,317,297,283
1215698350354,2008-07-10 13:59:10,315,300,282
1215698351384,2008-07-10 13:59:11,313,301,282
1215698352386,2008-07-10 13:59:12,316,299,286
1215698353400,2008-07-10 13:59:13,318,293,287
1215698354400,2008-07-10 13:59:14,316,296,283
1215698355416,2008-07-10 13:59:15,318,295,286
1215698356416,2008-07-10 13:59:16,318,294,288
1215698357417,2008-07-10 13:59:17,318,292,288
1215698358431,2008-07-10 13:59:18,318,292,289
1215698359447,2008-07-10 13:59:19,319,291,288
1215698360448,2008-07-10 13:59:20,319,290,289
1215698361478,2008-07-10 13:59:21,319,291,287
1215698362478,2008-07-10 13:59:22,319,292,285
1215698363495,2008-07-10 13:59:23,310,301,271
1215698364510,2008-07-10 13:59:24,305,308,266
1215698365510,2008-07-10 13:59:25,305,310,270
1215698366525,2008-07-10 13:59:26,284,304,251
1215698367526,2008-07-10 13:59:27,282,301,243
1215698368540,2008-07-10 13:59:28,287,299,246
1215698369542,2008-07-10 13:59:29,295,305,253
1215698370556,2008-07-10 13:59:30,301,309,263
1215698371557,2008-07-10 13:59:31,300,308,261
1215698372567,2008-07-10 13:59:32,297,307,258
1215698373572,2008-07-10 13:59:33,294,308,256
1215698374585,2008-07-10 13:59:34,295,311,258
1215698375635,2008-07-10 13:59:35,297,316,264
1215698376636,2008-07-10 13:59:36,290,305,252
1215698377650,2008-07-10 13:59:37,293,308,252
1215698378651,2008-07-10 13:59:38,292,307,253
1215698379682,2008-07-10 13:59:39,294,306,251
1215698380691,2008-07-10 13:59:40,298,305,256
1215698381697,2008-07-10 13:59:41,314,303,281
1215698382698,2008-07-10 13:59:42,315,299,281
1215698383712,2008-07-10 13:59:43,305,311,274
1215698384712,2008-07-10 13:59:44,304,313,274
1215698385713,2008-07-10 13:59:45,310,308,280
1215698386729,2008-07-10 13:59:46,307,311,276
1215698387729,2008-07-10 13:59:47,300,316,270
1215698388729,2008-07-10 13:59:48,304,312,275
1215698389746,2008-07-10 13:59:49,306,313,277
1215698390760,2008-07-10 13:59:50,300,314,270
1215698391760,2008-07-10 13:59:51,307,313,284
1215698392776,2008-07-10 13:59:52,308,312,285
1215698393791,2008-07-10 13:59:53,304,313,275
1215698394791,2008-07-10 13:59:54,306,314,281
1215698395807,2008-07-10 13:59:55,306,314,280
1215698396807,2008-07-10 13:59:56,308,311,277
1215698397823,2008-07-10 13:59:57,304,312,274
1215698398837,2008-07-10 13:59:58,307,312,280
1215698399857,2008-07-10 13:59:59,310,309,285
1215698400869,2008-07-10 14:00:00,311,307,286
1215698401870,2008-07-10 14:00:01,311,308,283
1215698402885,2008-07-10 14:00:02,302,309,266
1215698403885,2008-07-10 14:00:03,293,308,256
1215698404900,2008-07-10 14:00:04,295,308,257
1215698405903,2008-07-10 14:00:05,295,311,259
1215698406917,2008-07-10 14:00:06,294,311,259
1215698407932,2008-07-10 14:00:07,308,307,272
1215698408948,2008-07-10 14:00:08,308,307,276
1215698409963,2008-07-10 14:00:09,314,304,285
1215698410979,2008-07-10 14:00:10,314,301,282
1215698411995,2008-07-10 14:00:11,314,302,284
1215698412995,2008-07-10 14:00:12,311,305,279
1215698414010,2008-07-10 14:00:14,311,307,280
1215698415026,2008-07-10 14:00:15,309,309,278
1215698416042,2008-07-10 14:00:16,310,307,275
1215698417042,2008-07-10 14:00:17,303,312,268
1215698418042,2008-07-10 14:00:18,301,309,265
1215698419042,2008-07-10 14:00:19,304,311,269
1215698420057,2008-07-10 14:00:20,301,316,269
1215698421057,2008-07-10 14:00:21,302,310,266
1215698422073,2008-07-10 14:00:22,305,310,271
1215698423073,2008-07-10 14:00:23,309,310,275
1215698424167,2008-07-10 14:00:24,309,308,280
1215698425183,2008-07-10 14:00:25,313,306,288
1215698426213,2008-07-10 14:00:26,316,300,291
1215698427230,2008-07-10 14:00:27,316,299,291
1215698428230,2008-07-10 14:00:28,315,301,286
1215698429245,2008-07-10 14:00:29,314,302,285
1215698430260,2008-07-10 14:00:30,315,301,286
1215698431260,2008-07-10 14:00:31,315,301,289
1215698432276,2008-07-10 14:00:32,315,300,288
1215698433294,2008-07-10 14:00:33,316,299,289
1215698434308,2008-07-10 14:00:34,316,298,288
1215698435323,2008-07-10 14:00:35,317,297,288
1215698436338,2008-07-10 14:00:36,315,300,287
1215698437354,2008-07-10 14:00:37,315,302,283
1215698438355,2008-07-10 14:00:38,315,300,288
1215698439370,2008-07-10 14:00:39,316,298,289
1215698440370,2008-07-10 14:00:40,316,299,289
1215698441401,2008-07-10 14:00:41,317,297,288
1215698442419,2008-07-10 14:00:42,317,297,289
1215698443449,2008-07-10 14:00:43,317,297,289
1215698444449,2008-07-10 14:00:44,317,297,290
1215698445463,2008-07-10 14:00:45,316,299,288
1215698446463,2008-07-10 14:00:46,316,299,290
1215698447463,2008-07-10 14:00:47,316,298,289
1215698448463,2008-07-10 14:00:48,317,296,287
1215698449480,2008-07-10 14:00:49,316,298,288
1215698450495,2008-07-10 14:00:50,317,297,288
1215698451496,2008-07-10 14:00:51,317,297,288
1215698452526,2008-07-10 14:00:52,317,296,288
1215698453526,2008-07-10 14:00:53,317,296,289
1215698454527,2008-07-10 14:00:54,315,299,284
1215698455527,2008-07-10 14:00:55,316,299,285
1215698456542,2008-07-10 14:00:56,317,296,286
1215698457543,2008-07-10 14:00:57,316,298,284
1215698458543,2008-07-10 14:00:58,315,299,283
1215698459543,2008-07-10 14:00:59,315,299,285
1215698460543,2008-07-10 14:01:00,316,298,285
1215698461573,2008-07-10 14:01:01,316,298,285
1215698462584,2008-07-10 14:01:02,316,299,287
1215698463589,2008-07-10 14:01:03,316,297,285
1215698464590,2008-07-10 14:01:04,316,296,284
1215698465604,2008-07-10 14:01:05,303,304,263
1215698466605,2008-07-10 14:01:06,295,307,255
1215698467605,2008-07-10 14:01:07,292,310,252
1215698468668,2008-07-10 14:01:08,289,308,251
1215698469699,2008-07-10 14:01:09,289,307,250
1215698470714,2008-07-10 14:01:10,316,296,280
1215698471717,2008-07-10 14:01:11,319,288,288
1215698472746,2008-07-10 14:01:12,319,291,290
1215698473748,2008-07-10 14:01:13,319,291,290
1215698474761,2008-07-10 14:01:14,319,289,285
1215698475761,2008-07-10 14:01:15,320,286,284
1215698476761,2008-07-10 14:01:16,316,294,277
1215698477761,2008-07-10 14:01:17,310,303,272
1215698478761,2008-07-10 14:01:18,318,287,278
1215698479777,2008-07-10 14:01:19,319,286,279
1215698480793,2008-07-10 14:01:20,319,288,280
1215698481808,2008-07-10 14:01:21,319,288,281
1215698482824,2008-07-10 14:01:22,319,288,281
1215698483824,2008-07-10 14:01:23,319,288,281
1215698484824,2008-07-10 14:01:24,319,288,281
1215698485824,2008-07-10 14:01:25,319,288,281
1215698486839,2008-07-10 14:01:26,319,288,281
1215698487839,2008-07-10 14:01:27,319,288,281
1215698488839,2008-07-10 14:01:28,319,288,281
1215698489855,2008-07-10 14:01:29,319,288,281
1215698490856,2008-07-10 14:01:30,319,288,281
1215698491886,2008-07-10 14:01:31,319,289,281
1215698492890,2008-07-10 14:01:32,318,289,281
1215698493918,2008-07-10 14:01:33,319,289,281
1215698494918,2008-07-10 14:01:34,319,289,281
1215698495918,2008-07-10 14:01:35,319,289,281
1215698496918,2008-07-10 14:01:36,318,290,281
1215698497919,2008-07-10 14:01:37,318,289,281
1215698498933,2008-07-10 14:01:38,319,290,280
1215698499933,2008-07-10 14:01:39,319,290,280
1215698500933,2008-07-10 14:01:40,318,290,281
1215698501934,2008-07-10 14:01:41,319,289,281
1215698502949,2008-07-10 14:01:42,319,289,280
1215698503952,2008-07-10 14:01:43,319,289,281
1215698504952,2008-07-10 14:01:44,319,289,281
1215698505965,2008-07-10 14:01:45,318,290,281
1215698506965,2008-07-10 14:01:46,319,289,280
1215698507965,2008-07-10 14:01:47,318,290,281
1215698508965,2008-07-10 14:01:48,318,290,281
1215698509965,2008-07-10 14:01:49,318,291,281
1215698510980,2008-07-10 14:01:50,318,291,282
1215698511981,2008-07-10 14:01:51,318,291,280
1215698512982,2008-07-10 14:01:52,318,290,280
1215698513997,2008-07-10 14:01:53,318,291,280
1215698515011,2008-07-10 14:01:55,318,291,281
1215698516012,2008-07-10 14:01:56,318,291,280
1215698517012,2008-07-10 14:01:57,318,291,280
1215698518027,2008-07-10 14:01:58,318,291,281
1215698519027,2008-07-10 14:01:59,318,291,280
1215698520028,2008-07-10 14:02:00,318,291,281
1215698521028,2008-07-10 14:02:01,318,291,281
1215698522030,2008-07-10 14:02:02,318,291,281
1215698523043,2008-07-10 14:02:03,317,291,280
1215698524044,2008-07-10 14:02:04,318,292,280
1215698525044,2008-07-10 14:02:05,318,292,281
1215698526059,2008-07-10 14:02:06,318,291,280
1215698527074,2008-07-10 14:02:07,318,291,280
1215698528075,2008-07-10 14:02:08,318,292,280
1215698529075,2008-07-10 14:02:09,318,292,281
1215698530075,2008-07-10 14:02:10,318,291,280
1215698531122,2008-07-10 14:02:11,318,291,280
1215698532137,2008-07-10 14:02:12,318,291,280
1215698533137,2008-07-10 14:02:13,318,291,281
1215698534137,2008-07-10 14:02:14,318,291,280
1215698535137,2008-07-10 14:02:15,318,290,280
1215698536200,2008-07-10 14:02:16,318,291,280
1215698537231,2008-07-10 14:02:17,318,291,281
1215698538247,2008-07-10 14:02:18,318,291,280
1215698539247,2008-07-10 14:02:19,318,291,280
1215698540247,2008-07-10 14:02:20,318,291,281
1215698541262,2008-07-10 14:02:21,318,290,280
1215698542262,2008-07-10 14:02:22,318,291,280
1215698543262,2008-07-10 14:02:23,318,291,281
1215698544262,2008-07-10 14:02:24,318,291,281
1215698545262,2008-07-10 14:02:25,318,291,280
1215698546262,2008-07-10 14:02:26,318,290,280
1215698547262,2008-07-10 14:02:27,318,290,280
1215698548278,2008-07-10 14:02:28,318,290,280
1215698549294,2008-07-10 14:02:29,318,290,280
1215698550310,2008-07-10 14:02:30,318,291,280
1215698551325,2008-07-10 14:02:31,318,291,280
1215698552340,2008-07-10 14:02:32,318,291,280
1215698553340,2008-07-10 14:02:33,318,291,281
1215698554341,2008-07-10 14:02:34,318,291,281
1215698555341,2008-07-10 14:02:35,318,290,280
1215698556356,2008-07-10 14:02:36,318,291,280
1215698557387,2008-07-10 14:02:37,318,291,280
1215698558387,2008-07-10 14:02:38,318,290,280
1215698559404,2008-07-10 14:02:39,318,291,280
1215698560419,2008-07-10 14:02:40,318,292,280
1215698561450,2008-07-10 14:02:41,318,291,280
1215698562451,2008-07-10 14:02:42,318,291,280
1215698563465,2008-07-10 14:02:43,318,292,280
1215698564481,2008-07-10 14:02:44,318,292,280
1215698565482,2008-07-10 14:02:45,318,291,280
1215698566482,2008-07-10 14:02:46,318,291,280
1215698567497,2008-07-10 14:02:47,318,291,280
1215698568498,2008-07-10 14:02:48,318,291,280
1215698569498,2008-07-10 14:02:49,318,291,280
1215698570498,2008-07-10 14:02:50,318,291,280
1215698571498,2008-07-10 14:02:51,318,291,280
1215698572529,2008-07-10 14:02:52,318,291,280
1215698573529,2008-07-10 14:02:53,318,291,280
1215698574529,2008-07-10 14:02:54,318,291,280
1215698575545,2008-07-10 14:02:55,318,291,280
1215698576560,2008-07-10 14:02:56,318,291,280
1215698577590,2008-07-10 14:02:57,318,291,280
1215698578591,2008-07-10 14:02:58,318,291,280
1215698579623,2008-07-10 14:02:59,318,291,280
1215698580638,2008-07-10 14:03:00,318,292,280
1215698581638,2008-07-10 14:03:01,318,292,280
1215698582654,2008-07-10 14:03:02,318,291,280
1215698583669,2008-07-10 14:03:03,318,291,280
1215698584685,2008-07-10 14:03:04,318,291,280
1215698585701,2008-07-10 14:03:05,318,292,280
1215698586716,2008-07-10 14:03:06,318,291,280
1215698587732,2008-07-10 14:03:07,318,291,280
1215698588732,2008-07-10 14:03:08,318,291,280
1215698589757,2008-07-10 14:03:09,318,291,281
1215698590763,2008-07-10 14:03:10,318,291,280
1215698591779,2008-07-10 14:03:11,318,292,280
1215698592779,2008-07-10 14:03:12,318,292,280
1215698593795,2008-07-10 14:03:13,318,292,280
1215698594795,2008-07-10 14:03:14,318,292,280
1215698595812,2008-07-10 14:03:15,318,291,280
1215698596826,2008-07-10 14:03:16,317,292,280
1215698597826,2008-07-10 14:03:17,318,292,280
1215698598841,2008-07-10 14:03:18,318,292,280
1215698599857,2008-07-10 14:03:19,318,292,280
1215698600860,2008-07-10 14:03:20,318,291,280
1215698601873,2008-07-10 14:03:21,318,292,280
1215698602875,2008-07-10 14:03:22,318,291,280
1215698603889,2008-07-10 14:03:23,318,292,280
1215698604904,2008-07-10 14:03:24,318,291,280
1215698605920,2008-07-10 14:03:25,318,291,280
1215698606920,2008-07-10 14:03:26,318,291,281
1215698607935,2008-07-10 14:03:27,318,290,281
1215698608935,2008-07-10 14:03:28,319,290,280
1215698609935,2008-07-10 14:03:29,320,280,280
1215698610935,2008-07-10 14:03:30,314,250,293
1215698611952,2008-07-10 14:03:31,315,254,307
1215698612966,2008-07-10 14:03:32,320,272,296
1215698613966,2008-07-10 14:03:33,320,279,295
1215698614987,2008-07-10 14:03:34,322,281,294
1215698616017,2008-07-10 14:03:36,320,282,299
1215698617030,2008-07-10 14:03:37,318,292,294
1215698618046,2008-07-10 14:03:38,320,285,291
1215698619061,2008-07-10 14:03:39,324,283,287
1215698620077,2008-07-10 14:03:40,317,272,288
1215698621170,2008-07-10 14:03:41,321,281,289
1215698622170,2008-07-10 14:03:42,319,281,301
1215698623171,2008-07-10 14:03:43,319,285,301
1215698624185,2008-07-10 14:03:44,318,268,306
1215698625216,2008-07-10 14:03:45,320,277,299
1215698626233,2008-07-10 14:03:46,319,290,285
1215698627249,2008-07-10 14:03:47,315,302,285
1215698628264,2008-07-10 14:03:48,318,292,285
1215698629279,2008-07-10 14:03:49,319,292,286
1215698630296,2008-07-10 14:03:50,320,287,290
1215698631311,2008-07-10 14:03:51,321,284,290
1215698632327,2008-07-10 14:03:52,319,283,280
1215698633341,2008-07-10 14:03:53,310,303,269
1215698634358,2008-07-10 14:03:54,319,290,282
1215698635374,2008-07-10 14:03:55,319,281,280
1215698636420,2008-07-10 14:03:56,315,254,279
1215698637421,2008-07-10 14:03:57,318,265,272
1215698638436,2008-07-10 14:03:58,320,283,282
1215698639452,2008-07-10 14:03:59,320,285,284
1215698640454,2008-07-10 14:04:00,320,284,284
1215698641467,2008-07-10 14:04:01,320,287,283
1215698642486,2008-07-10 14:04:02,320,286,282
1215698643499,2008-07-10 14:04:03,320,286,283
1215698644514,2008-07-10 14:04:04,319,288,283
1215698645514,2008-07-10 14:04:05,318,292,285
1215698646548,2008-07-10 14:04:06,318,291,286
